globalMR_r2,globalMR_mse,globalMR_rmse,globalMR_poly2_r2,globalMR_poly2_mse,globalMR_poly2_rmse,globalMR_poly3_r2,globalMR_poly3_mse,globalMR_poly3_rmse,globalMR_poly4_r2,globalMR_poly4_mse,globalMR_poly4_rmse,globalMR_poly5_r2,globalMR_poly5_mse,globalMR_poly5_rmse,globalMR_poly6_r2,globalMR_poly6_mse,globalMR_poly6_rmse,globalMR_poly7_r2,globalMR_poly7_mse,globalMR_poly7_rmse,globalMR_log_r2,globalMR_log_mse,globalMR_log_rmse,globalMR_logT_r2,globalMR_logT_mse,globalMR_logT_rmse,globalMR_lopo_r2,globalMR_lopo_mse,globalMR_lopo_rmse,globalMR_ENGS_r2.alpha(1e-05)__l1Ratio(0.1,globalMR_ENGS_r2.alpha(1e-05)__l1Ratio(0.1_2000,globalMR_ENGS_mse.alpha(1e-05)__l1Ratio(0.1,globalMR_ENGS_mse.alpha(1e-05)__l1Ratio(0.1_2000,globalMR_ENGS_rmse.alpha(1e-05)__l1Ratio(0.1,globalMR_ENGS_rmse.alpha(1e-05)__l1Ratio(0.1_2000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6915708090641737,0.004725140313464644,0.06873965604703478,0.6915708090641737,0.004725140313464644,0.06873965604703478,0.6915708090641737,0.004725140313464644,0.06873965604703478,0.6915708090641737,0.004725140313464644,0.06873965604703478,0.6915708090641737,0.004725140313464644,0.06873965604703478,0.6915708090641737,0.004725140313464644,0.06873965604703478,0.6915708090641737,0.004725140313464644,0.06873965604703478,0.7643177220616741,0.003657761034876977,0.06873965604703478,0.9775889591247131,0.0003507534997541547,0.06873965604703478,0.9271432079002317,0.0011402761233653502,0.03376797481883316,0.6915694293903878,0.6915705443658691,0.004725161450089894,0.004725144368647054,0.06873980979090569,0.06873968554370215
