model.F1_score 1,model.F1_score cv,model.precision_score,model.recall_score,model21.F1_score 1,model21.F1_score cv,model21.precision_score,model21.recall_score
0.9845164204741483,0.9845164204741483,0.9849764321635543,0.9846606043905576,0.9845164204741483,0.9845164204741483,0.9849764321635543,0.9846606043905576
